Library Name	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	other
CSMA9J65	0.00530619946938	0.0	0.7467860253213973	0.0	0.0	0.0	0.00013959998604	0.0	8.099999190000077e-06	0.0	0.0	0.0	0.0	0.0011319998868	0.00091249990875	0.0153959984604001	0.0	0.0	0.0	0.0	0.0144388985561101	0.0	0.00102159989784	0.00091269990873	0.0	0.00408279959172	0.0236894976310502	0.00212579978742	0.0111089988891001	0.0249380975061902	0.00060389993961	0.0010029998997	0.0	0.0	0.00183729981627	0.0	0.0172525982747401	0.0491989950801004	0.0	0.0	0.0	0.00051629994837	0.0704617929538206	0.0071272992872704
PSM7J156	0.00307569969243	0.00013459998654	0.3862159613784038	0.0	0.00642479935752	0.0	0.0	0.0434153956584604	0.0236714976328502	0.0	0.0	0.0	0.00447109955289	0.0157415984258401	0.0	0.00032489996751	0.00071779992822	0.00101249989875	0.0	0.00207359979264	0.0	0.0020809997919	0.0158418984158101	0.1640933835906616	0.0223441977655802	0.299596470040353	0.00029579997042	0.0	0.00422669957733	0.0	0.0	0.00064909993509	0.0	0.0	0.00011069998893	0.0	0.00025789997421	0.0	0.0	0.0	0.0	0.00095309990469	0.0019669998033	0.0003032999696699
HSMA33R9	0.00893939910606	0.0	0.4934108506589149	0.0241342975865702	0.0	0.0	0.00196189980381	0.1368559863144013	0.0760944923905507	0.0	5.409999459000054e-05	0.00070869992913	0.0	0.0035129996487	0.00104159989584	0.00620979937902	0.00258319974168	0.00409759959024	0.0	0.00422149957785	0.0	0.00981909901809	0.00249569975043	0.1595915840408416	0.0	0.0540265945973405	0.00034849996515	0.00018879998112	0.00113109988689	0.0	0.0	0.00020379997962	0.0	0.0	0.00011249998875	0.00044329995567	0.0	0.0	0.0	0.0	0.0018209998179	0.0	0.0	0.00599159940084
CSM7KOTU	0.0381488076297615	0.0081523016304603	0.4857468971493794	0.0	0.00057380011476	0.0	0.0	0.0	0.0178038035607607	0.0	0.0	0.0	0.0007995001599	0.0579444115888823	0.00128460025692	0.0035804007160801	0.0	0.0199751039950208	0.0	0.0	0.00132020026404	0.0	0.0494648098929619	0.0009890001978	0.0	0.2158081431616286	0.00167510033502	0.00017210003442	0.00046660009332	0.0	6.080001216000244e-05	0.0276347055269411	0.0390044078008815	0.0	0.00163480032696	0.0	0.00124180024836	0.0	0.00011710002342	0.0	3.450000690000138e-05	0.0237081047416209	0.0	0.00265820053164
CSM7KOMB	0.00028150002815	0.0	0.4809802480980248	0.0	0.00333320033332	0.0	0.0	0.00787510078751	0.0635081063508106	0.0	0.0	0.00114550011455	0.0006230000623	0.0077260007726	0.0570817057081705	0.0205034020503402	0.0	0.0124277012427701	0.00037330003733	0.0155064015506401	0.0295982029598202	0.0	0.0034920003492	0.00550990055099	0.0	0.0291005029100502	0.0074360007436	0.00117140011714	1.0800001080000108e-05	0.00040940004094	0.00023550002355	0.0	4.850000485000049e-05	0.0	0.00104550010455	0.0139383013938301	0.00018580001858	0.2265699226569922	0.0	0.00190430019043	0.0	0.00013290001329	0.0	0.00784590078459
PSM7J12V	0.0	4.00000080000016e-05	0.3848781769756355	0.0205548041109608	0.0011530002306	0.0	0.3107786621557324	0.0235901047180209	0.0157562031512406	0.0	0.0	0.00100070020014	0.00038190007638	0.0132904026580805	0.0045173009034601	0.0027951005590201	0.00213130042626	0.0068880013776002	8.930001786000359e-05	0.00115480023096	0.0	0.0	0.0193837038767407	0.0137374027474805	0.0	0.1051540210308042	0.0108610021722004	0.0	0.0302076060415212	0.0	0.0	0.00249110049822	0.0	0.00177460035492	0.0	0.00034220006844	0.00146140029228	0.0	0.0	0.0	0.0	8.030001606000322e-05	0.0	0.0255069051013808
MSM6J2Q1	0.0012210001221	0.00046390004639	0.706783870678387	0.0137079013707901	0.00580320058032	0.0439204043920404	0.0	0.0417202041720204	0.0197953019795301	0.0	0.0	0.00031140003114	0.00397030039703	0.0278664027866402	0.00016730001673	0.00050080005008	0.00018160001816	0.00020230002023	0.0	0.00043710004371	0.0	0.0	0.00318940031894	0.0161158016115801	0.0146669014666901	0.0779955077995507	0.0	0.00371490037149	0.00796030079603	0.0	0.0	0.0009010000901	0.0	0.00254240025424	3.180000318000032e-05	0.00231730023173	0.00032420003242	0.0	0.0	0.0	0.00059210005921	0.0	0.00087970008797	0.0017157001715701
CSM9X213	0.0	0.00057650005765	0.8224983822498382	0.00040660004066	0.00014610001461	0.0	0.0	0.00113410011341	0.0272905027290502	0.0	0.0	0.0	0.0	0.0174828017482801	0.0050050005005	0.00069760006976	0.00161690016169	0.00040770004077	0.0	0.002330000233	0.00017050001705	0.0	0.0163364016336401	0.0362295036229503	0.0138576013857601	0.0364827036482703	0.00077490007749	0.00149310014931	0.00379220037922	8.330000833000082e-05	0.0	0.00555210055521	0.0	0.00215220021522	0.0	0.00020460002046	0.0	0.0	0.0	0.0	0.00021630002163	0.0	9.300000930000093e-06	0.00305310030531
CSM7KOKZ	0.0	0.0001191	0.8156123000000001	0.0	0.0	0.0	0.0	0.0013983	0.0119859	0.0	0.0	0.0	0.0011395	0.0038857	0.0	3.41e-05	0.0	0.0001653	0.0	0.0005774	4.3200000000000007e-05	0.0	0.0154828	0.0607459	0.0059724	0.0214575	0.003191	0.0	0.0226029	0.0002928	0.0	0.0	0.0023595	0.0005514	0.012966	0.0	0.0004199	0.0002038	0.0	0.0	0.0001048	0.0083634	0.0005974	0.0097276999999998
CSM7KOKB	0.0	0.0	0.8013558	0.0	0.0197037999999999	0.0	0.0	0.0383853999999999	0.0418674	0.0	0.0	0.0	0.0006069999999999	0.0044985	0.0	0.0	0.0	0.0	9.54e-05	0.0	0.0044275999999999	0.0	0.0	0.0	0.0	0.0747928999999999	0.0059096999999999	0.0	0.0	0.0003618999999999	0.0	0.0	0.0	0.0	0.0034469999999999	0.0	0.0041436	0.0	0.0	0.0	0.0	0.0004039999999999	0.0	2.220446049250313e-16
CSM9X1Y5	0.0030351993929601	0.0	0.2606365478726904	0.0	0.0	0.0	0.0	0.2578805484238903	0.0	0.0	0.0	7.869998426000316e-05	0.0071916985616602	0.0064807987038402	0.0040781991843601	0.0073087985382402	0.00028229994354	0.0011919997616	0.0160372967925406	0.0114223977155204	0.00077039984592	0.0	0.0547776890444621	0.2164827567034487	0.0	0.0552816889436622	0.0206355958728808	7.409998518000296e-05	0.0193918961216207	0.00054139989172	0.0	0.0040356991928601	0.0	0.0	0.00158229968354	0.0	0.0021109995778	0.0	0.0	0.0	0.0	0.027376494524701	0.0010634997873	0.0202509959498006
HSMA33NW	0.0032921	0.0	0.6692474	0.0	0.0125639999999999	0.0	0.0034924	0.070016	0.1025023	0.0	0.0	0.0	0.0002295	0.0003565	0.0020286	0.0043915	0.0006362	0.001322	0.0057367	0.0004611	0.0015658	0.0024889	0.0	0.0234803	0.0113993	0.023781	0.010536	0.0003281	0.0	0.0	0.0	0.0067504	0.0	0.000165	0.0038862	0.0	0.0003368	0.0274335	0.0	0.0	0.0	0.0003082	0.0	0.0112641999999999
MSMA26AL	0.011104196668741	0.0034194989741503	0.5313142406057278	0.0291777912466626	0.0089653973103808	0.0	0.0	0.033743889876833	0.0622499813250056	0.0	0.0	0.0	0.0079990976002707	0.0023480992955702	0.0110145966956209	0.0168491949452415	0.0059215982235205	0.0206490938052718	0.0073682977895106	0.011947396415781	0.0061820981453705	0.0071922978423106	0.0	0.0138685958394212	0.00103529968941	0.0199426940171917	0.0248146925555922	0.044581186625644	0.0276190917142724	0.0071187978643606	0.00022629993211	0.00091129972661	0.0	0.0256504923048523	0.0	0.0	4.20999873700038e-05	0.00015349995395	0.0	0.0	0.0	0.0	0.0264154920753523	0.0301736909478926
CSM67UBB	7.210001442000288e-05	0.0	0.7636121527224304	0.0	0.0	0.0	0.00030520006104	0.0208604041720808	0.0	0.0	0.0	0.0	0.0068178013635602	0.0	0.00064120012824	0.00141630028326	0.0006165001233	0.00015880003176	0.00064420012884	8.330001666000332e-05	0.00014240002848	0.0	0.0030693006138601	0.0659324131864826	0.0048280009656001	0.0943624188724837	0.00161520032304	0.0062609012521802	0.0140140028028005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087335017467003	0.0	0.0	0.0	0.0	0.00050380010076	0.0044757008951401	0.00083440016688
HSM7J4NA	0.0	0.00023989997601	0.496525650347435	0.0	0.00977639902236	0.0	0.2452362754763724	0.0361056963894303	0.0255478974452102	0.0	0.0	0.0	0.00110249988975	0.00731239926876	0.00020979997902	0.002759999724	5.799999420000058e-05	0.00196139980386	0.0	0.00032349996765	0.0004219999578	0.0	0.0	0.00088369991163	0.0181896981810301	0.0706977929302207	0.00385669961433	2.399999760000024e-05	0.0	0.00073939992606	0.0	0.0133886986611301	0.0	0.00694939930506	0.0	0.0	0.0	0.0139891986010801	0.0	0.0	0.0	0.0	0.0	0.0436999956300004
CSM7KORU	0.00040890004089	0.00016970001697	0.7826986782698678	0.0	0.0	0.0	0.00110750011075	0.0	0.0775895077589507	0.0	0.0	2.9000002900000288e-05	0.00013650001365	0.00962880096288	0.00046740004674	0.00249660024966	0.0	0.00062340006234	0.0	6.090000609000061e-05	0.0	0.0	0.00466620046662	0.00221540022154	0.0	0.0792334079233407	0.0245414024541402	0.0012240001224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015320001532	0.00153520015352	0.0	0.0	0.0	0.0	0.0104196010419601	0.0	0.0005947000594699
HSMA33JP	0.00031979996802	0.00049679995032	0.3975483602451641	0.0427823957217604	0.00853049914695	0.00403539959646	0.0	0.3494925650507436	0.0864508913549108	0.0	0.0	0.0	0.0	0.0193126980687302	0.00130659986934	0.00048089995191	0.0	0.0001169999883	0.0	0.00199559980044	0.00046449995355	0.0	0.00944949905505	0.0200315979968402	0.0	0.0178344982165501	0.00044819995518	0.00127629987237	0.0284736971526302	0.00013169998683	0.0	0.00322939967706	0.0	0.0	0.0	0.0	0.00057549994245	0.0	0.0	0.0	0.0	0.0029509997049	0.00117129988287	0.0010932998906697
CSM67UEW	0.0560460224184089	0.0149251059700423	0.1705900682360273	0.0	0.0	0.0	0.0	0.0008624003449601	0.0	0.0	4.2200016880006754e-05	0.0093512037404814	0.00015660006264	0.0198302079320831	0.012912805165122	0.0234260093704037	0.0499426199770479	0.0015564006225602	0.00034680013872	0.0184294073717629	0.000120000048	0.0368180147272058	0.0009575003830001	0.1116312446524978	0.0007671003068401	0.4072322628929052	0.0	0.0	0.0223234089293635	0.0	0.0	0.0	0.0	0.00040180016072	0.0	0.0257346102938441	0.0025536010214404	0.0098518039407215	0.0	0.0	0.0023170009268003	0.00010040004016	0.0	0.0007734003093601
PSM7J141	0.0431875043187504	0.00072660007266	0.7975723797572379	0.0	0.0	0.0	0.0	0.00046610004661	0.0346499034649903	0.0	0.0	0.00016720001672	0.00032960003296	0.0	0.0150927015092701	0.0136758013675801	0.0	0.0	0.0	0.0	0.00606720060672	0.0	0.00256980025698	0.0374393037439303	0.0	0.0426386042638604	0.00308880030888	0.0	0.0	0.0	0.00049210004921	0.0	0.0	0.0	0.0	0.00022460002246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161180016118
